event_id,event_name,group_id
243415563,"Seinfeld Trivia Night... Hello, Jerry.",1617532
243416537,Meet and Network at Fogo De Chao!,17182192
243418708,Meet and Network at Fogo De Chao!,1350959
243420085,Meet and Network at Fogo De Chao!,1401259
243452942,Arabian Nights: Tales of 1001 Nights,3109462
243453657,Mason & Dixon Part 3,3109462
243456153,The Handmaid's Tale - Margaret Atwood,9888692
243464198,Book Club Meeting: The Girl With All The Gifts by M.R. Carey,22234256
243466563,Peter Durand in town to teach us Graphic Facilitation & Recording,11327592
243479997,Sketchy Hour at Richard's Bar,23109692
243497165,Improv Games for Technologists,25937110
243501686,Birds of Beauty painting party! Painting Class and Event $19!,20107764
243502242,Nov/Dec Meetup: The History of Bees Maja Lunde http://bit.ly/2f3H1TK,1687797
243502265,January Meetup: Lincoln in the Bardo George Saunders http://bit.ly/2vLXTbK,1687797
243502290,February Meetup: The Ministry of Utmost Happiness Arundhati Roy,1687797
243502311,March Meetup:  Hag-Seed Margaret Atwood,1687797
243505776,Chicago Humanities Festival: Why Are All the Black Kids Sitting Together...?,20385210
243505940,Chicago Humanities Festival: The Social Life of DNA by Alondra Nelson,20385210
243506033,Chicago Humanities Festival: Edwidge Danticat,20385210
243506083,Chicago Humanities Festival: Danielle Allen's Cuz: An American Tragedy,20385210
243506216,Chicago Humanities Festival: Painting the Black Gospel by Kymberly Pinder,20385210
243506280,Danez Smith & Eve Ewing Poetry Reading,20385210
243521053,Dynamo: Practical Little Scripts with Big Impact,1160431
243522115,SQA Half-Day Seminar  on Quantitative Approaches to Retirement Planning:,5363312
243522239,"Conference: Data Science in Finance, The Final Frontier?",5363312
243525962,Communication Enhancement with Chuck Garcia,12165832
243526044,VIP Mixer,12165832
243531547,"The World That Was Ours, by Hilda Bernstein",7118242
243548174,Network After Work at Moes Cantina - Cava Room,1452441
243549790,WRITING THE SUMMARY SECTION ON YOUR RESUME,1379977
243549811,Careers in International Trade,1379977
243549835,Resource and Career Fair for Entrepreneurial Artists,1379977
243550471,Support the Indie Movie I Can I Will I Did,20921213
243556124,Potential great stock buys and more investment topics,4572572
243556422,November NY FinTech Meetup: Demo Day!,2958762
243557072,December NY FinTech Meetup: Ditch the FICO Score,2958762
243602567,Network With Bernie !,450158
243618688,Conversation and Presentation with Scout Expedition Co,7761862
243631348,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,745184
243639321,Sketch the Central Park Cottages!,424879
243640563,Sketch Central Park's Conservatory Gardens!,424879
243640673,Sketch Central Park's USS Maine Plaza! (Columbus Circle),424879
243650743,The Founding Moms' Exchange: Chicago!,1415286
243652706,FREE!! Speakers' Series & Holistic Networking in New York,5238582
243655437,November: The Mother of All Questions by Rebecca Solnit,19241680
243666026,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,755458
243666028,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,10607622
243666029,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1771009
243666036,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1363368
243666038,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1789022
243666115,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1418025
243666119,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1539792
243666123,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,17144942
243666126,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1576097
243666133,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,652285
243666135,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1794684
243666138,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,3047952
243666141,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,490552
243666226,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1550763
243666228,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,413427
243666232,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,756158
243666235,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1689425
243666236,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,856848
243666237,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1325399
243666240,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,2039151
243666241,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1080706
243666243,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,54691
243666246,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,3057072
243666281,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1645251
243666282,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1756668
243666283,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1718539
243666284,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1721329
243666290,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1777816
243666291,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,2349661
243667666,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,2300831
243667670,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1518683
243667674,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,3361462
243667686,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1599597
243667689,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,1764299
243667693,Calling All ART-PRENEURS! Meetup at the Resource & Career Fair on Nov 3rd!,396693
243678641,NYREIA's 17th Real Estate Investor Networking Party,994314
243683635,"Investing strategy discussion, plus potential great stock buys for this year",4572572
243693935,October Book Discussion,1732010
243696357,"Juha Koponen, CEO & Co-founder, Swap.com",4509312
243699394,The House of Bernarda Alba,19203922
243706335,Network After Work at Atwood,16450412
243711355,"80s & 90s Trivia Night (Movies, Music, TV, Sports, Culture)",224401
243712482,"80s & 90s Trivia Meetup - Music, Movies, TV, Sports, Culture",1617532
243713802,"80s & 90s Trivia Meetup - Music, Movies, TV, Sports, Culture",18582286
243715600,Sketch Bryant Park!,424879
243715843,Hackaday MakeIt NYC: The Halloween Special,3941052
243718103,Speed Mentoring Experience,9491842
243723503,Tell Me How It Ends Book Club: At The Existentialist Cafe,8726642
243730184,"Drawing, Geeking out and Super Heroes!",13477972
243746598,Intro to Improv,25937110
243746642,Improv Games for Technologists #2,25937110
243749546,November's Girly Book Club with Founder Erin Woodward,1802703
243783510,NYC Investors and Traders Meetup,18380975
243786000,THE DEVIL'S DISCIPLE at ShawChicago Theatre Company,153288
243823634,Bring your tech startup idea to life at ProtoHack (without any code!),1658101
243836885,Dare Mighty Things,9491842
243843251,Dec: 3rd Holiday ReMix Chicago - Recycled Materials Art & Our Xmas Party,19842338
243845695,Jane Austen's Persuasion,3109462
243851980,"LARGEST Halloween Meetup Party (Open Bar, Comp Apps, DJ, Costume Prizes, Candy)",1662259
243852131,"LARGEST Halloween Meetup Party (Open Bar, Comp Apps, DJ, Costume Prizes, Candy)",224401
243852484,December SF FinTech Demo Day!,3354982
243854046,"Halloween Largest Meetup Party (Open Bar, Comp Apps, DJ, Costume Prizes, Candy)",1617532
243855134,Performative Play & the Power of Shared Narratives,18752638
243858444,3DHEALS 2018 Global Healthcare 3D Printing Conference: Ecosystem Innovation,15383222
243865761,Author Event: Refocusing My Family by Amber Cantorna,8726642
243866487,"SE Manager Panel with Looker, Mixpanel, Onelogin & mParticle",18503792
243866588,Author Event: Jac Jemc and Kim O'Neil,8726642
243866722,Let's see THE MAKING OF A MODERN FOLK HERO & save $10!,20921213
243867878,Weird & Wonderful Book Club: We Have Always Lived in the Castle- Shirley Jackson,8726642
243873013,Innovating old industries  Panel on bringing analog services to 21st century,6712232
243875241,LAWKTOBERFEST 2017,7657862
243884957,Chicago Rivers Restaurant Gathering,8931692
243890230,BSC Partner Event: Emerging Trends in CSR - Cause Marketing (Paid),1325336
243895560,NaNoWriMo Kick-Off Party,16488802
243903932,Dave Cervini's 1980's Rockin' Radio Show & Happy Hour,1617532
243923524,The Invisible Hand (Steep Theatre Co.),25347056
243938013,October Book Club - Heart Shaped Box by Joe Hill,26157417
243940968,Something Else cool is coming! (and you're gonna like it!),1406166
243941905,FREE!! Speakers' Series & Holistic Networking in New York,1662259
243942176,FREE!! Speakers' Series & Holistic Networking in New York,1385573
243945540,Network After Work at W Hotel - Lakeshore,1452441
243945682,Watercolor Basics (Intro Class),21781777
243946576,November 15th - Tech Start-Ups Networking Party @ WeWork Bryant Park,446699
243950250,Halloween Goody Bag,3109462
243950255,Fintech Australia Showcase,4984002
243958963,Journey to the End of the Night,16270092
243958983,"Book #21 - The Witches of New York, Ami McKay",18842540
243961522,Improve your public speaking skills,14761722
243964061,We discuss The Picture of Dorian Gray by Oscar Wilde,21872343
243969174,FREE!! Speakers' Series & Holistic Networking in New York,1658101
243970078,Flipping and Building Over 700 Homes,16529272
243972936,The Stand-Up Comedy Halloween Show!,19467580
243984714,Let's attend the F.A.M.E. fundraiser,20921213
243984902,Let's see Othello for $15 with free wine!,20921213
243987617,Happy Hour Fundraiser for Disaster Relief,18307205
243988876,November Book - Homegoing by Yaa Gyasi,26157417
243996657,Asian Night - Pitch Event by Promising Asian Startups,17513872
244007589,Yasmina's Necklace,19203922
244009451,Fun Home,19203922
244014483,Elevate Your Networking at I/O Roofscape!,17052382
244014608,Elevate Your Networking at I/O Roofscape!,18178873
244014771,Elevate Your Networking at I/O Roofscape!,17318002
244014848,Elevate Your Networking at I/O Roofscape!,11268652
244015082,Elevate Your Networking at I/O Roofscape!,450158
244015152,Elevate Your Networking at I/O Roofscape!,4113422
244015354,Elevate Your Networking at I/O Roofscape!,784190
244015508,Elevate Your Networking at I/O Roofscape!,18413926
244018019,Dave Cervini's 1980's Rockin' Radio Show & Happy Hour,1479612
244022443,"Hudson Valley Fall Wineries Day Trip: 4 Wineries, Awesome Views *PRE-PAY ONLY*",1617532
244022589,Special Figure Drawing Workshop with Uma Thumrugoti $25,1406166
244030519,Elevate Your Networking and Have a Great time at I/O Roofscape!,1350959
244036032,Midsommer Flight Ensemble Presents Twelfth Night - Free with Online Registration,12540672
244046575,Vintage and Distress Art Journal Techniques,18508316
244052896,ArtCondo Meetup:  Creatives Purchasing Real Estate Collectively,18515227
244053000,Holiday Book Swap,18842540
244055865,TOUR & SOCIAL: Graceland Cemetery & SIP,1368097
244056904,Florida Investing: Cash Flow and Appreciation,8024882
244060769,Dive Into D3: An Intro to Visual Data Display,2148441
244060817,Introduction to Vue.js,2148441
244064464,Be in Ragtime for FUN! NO AUDITION REQUIRED,4782152
244064910,Wanna Sing and Dance for FUN! NO AUDITION REQUIRED,4782152
244073779,MONTHLY PROGRAM:MONTHLY PROGRAM: Six Steps to Successful Negotiations,18469932
244081221,Don't miss out on personalized meetings with the worlds top MBA programs!,1645494
244081508,Friendly Feud - Survey Says... Don't Miss This Meetup!,1662259
244082086,Don't miss out on personalized meetings with the worlds top MBA programs!,299520
244082165,Don't miss out on personalized meetings with the worlds top MBA programs!,5413052
244082197,Don't miss out on personalized meetings with the worlds top MBA programs!,18324645
244082210,Don't miss out on personalized meetings with the worlds top MBA programs!,13435172
244082218,Don't miss out on personalized meetings with the worlds top MBA programs!,10024282
244082249,Friendly Feud - Survey Says... Don't Miss This Meetup!,224401
244083235,Friendy Feud - Survery Says...this will be an awesome Meetup!,1617532
244084871,Fun Summer Sky painting party! Painting Class and Event $19!,20107764
244086906,Crownmasters Club Open House,2562842
244091469,Quickbooks for Small Business,2148441
244091754,Leadership: Managing People and Conflicts,2148441
244093592,A Gentleman in Moscow,26223428
244094192,Digital Privacy and Security - A Beginner-to-Intermediate Workshop,2148441
244094246,Encryption Apps for your Phone - An Intermediate Workshop,2148441
244095643,November Special: Developing and Understanding Scans for Wyckoff Traders,16641932
244095905,San Francisco After Work Networking Mixer with HOOCH at TEO Restaurant 11/2 6PM,591417
244095985,San Francisco After Work Networking Mixer with HOOCH at TEO Restaurant 11/2 6PM,3247962
244096669,San Francisco After Work Networking Mixer with HOOCH at TEO Restaurant 11/2 6PM,5746732
244096748,San Francisco After Work Networking Mixer with HOOCH at TEO Restaurant 11/2 6PM,1356347
244097943,LGBTQ Sci Fi book crew discussing Autonomous by Annalee Newitz,20314857
244098094,Fun Home,25347056
244098314,Into the Woods,25347056
244101574,"Metadata Management, LinkedIn - The Good, the Bad and the Ugly",8785342
244102495,1980 (Or Why I'm Voting for John Anderson),25347056
244112437,Friendly Feud: Survey Says-,19836520
244114824,Book Club Meeting: The Hate U Give by Angie Thomas,22234256
244121160,40 & Over Halloween Mingle Mixer,1662259
244121657,40 & Over Halloween Mingle Mixer,18582286
244125781,Jane Eyre by Charlotte Bront,19252794
244125919,JavaScript: The Tricky Parts,2148441
244127065,Job Searching Happy Hour Intro,8517282
244136197,"Creating a Powerful First Impression - Resume, Interview, Networking & Beyond",5413052
244136804,"NY's Biggest Professional Networking Mixer - Entrepreneur, Tech & Business",7298562
244136820,"NY's Biggest Professional Networking Mixer - Entrepreneur, Tech & Business",1645494
244136828,"NY's Biggest Professional Networking Mixer - Entrepreneur, Tech & Business",18324645
244138418,Golden Gate Toastmasters Weekly Meeting,2562842
244138425,Golden Gate Toastmasters Weekly Meeting,2562842
244138434,Golden Gate Toastmasters Weekly Meeting,2562842
244138442,Golden Gate Toastmasters Weekly Meeting,2562842
244144148,Let's Play Pool & Make New Friends!,1662259
244144477,Let's Play Pool & Make New Friends!,224401
244145396,Play Pool & Make Friends - Billiards Social Night,1617532
244146288,Play Pool & Make Friends - Billiards Social Night,18582286
244148309,When Nietzsche Wept by Irvin Yalom,12117152
244148432,Ghachar Ghochar by Vivek Shanbhag,12117152
244148719,Don't miss out on personalized meetings with the worlds top MBA programs!,3514092
244151521,Alvin Ailey,1722890
244155520,Introduction to React.js Redux Basics,2148441
244156920,Master JavaScript Functions,2148441
244163689,Figure Drawing (New Model: Joanna!),16065992
244166194,The 103 Great Ideas: Conversation on LITERATURE,20413938
244168032,The 103 Great Ideas: Conversation on GOD,20413938
244174199,40 & Over Annual HALLOWEEN Party (Prepay Only),224401
244175294,40 & Over Annual HALLOWEEN Party (Prepay Only),1617532
244176061,Boneyard World Premiere and Director Q&A,22852805
244177671,"Build Authentication, Email, Website and API with Adonis.js",2148441
244179730,The Fifth Child by Doris Lessing + BENRIACH Heart of Speyside,7567542
244180744,2017 Behavioral Finance Symposium,16641932
244184172,Consciousness as Activism,18244821
244192406,Founders Space Pitch Day & Mixer SF CA,518442
244192803,"Chicago Founder Night Out - Entrepreneur Networking, Drinks, & Fun!",9491842
244200888,"The Halloween Scavenger Hunt (Part Hunt, Part Obstacle Course & ALL SCARY FUN!)",1662259
244202194,"The Halloween Scavenger Hunt (Part Hunt, Part Obstacle Course & ALL SCARY FUN!)",224401
244203937,"The Halloween Scavenger Hunt (Part Hunt, Part Obstacle Course & ALL SCARY FUN!)",1617532
244204628,"The Halloween Scavenger Hunt (Part Hunt, Part Obstacle Course & ALL SCARY FUN!)",18582286
244207458,Pumpkin Carving Class & Cocktails *PRE-PAY ONLY EVENT*,1479612
244207487,"Hudson Valley Fall Wineries Day Trip: 4 Wineries, Awesome Views *PRE-PAY ONLY*",1479612
244207508,Dave's Haunted Halloween Happy Hour and House of Horrors,1479612
244207564,The Halloween Midtown Murder Mystery Evening Scavenger Hunt & Party *PRE-PAY*,1479612
244223136,Live Model Drawing - National Arts Club,9201702
244223144,Live Model Drawing - National Arts Club,9201702
244223148,Live Model Drawing - National Arts Club,9201702
244223154,Live Model Drawing - National Arts Club,9201702
244223354,Live Model Drawing - Union Square,9201702
244223360,Live Model Drawing - Union Square,9201702
244223364,Live Model Drawing - Union Square,9201702
244223400,Live Model Drawing - Union Square,9201702
244223419,Oil Painting at The Arts Students League with Simon Levenson,9201702
244227891,THIS WONDERFUL LIFE at American Blues Theater,153288
244235490,The Innovation Conference,9491842
244236199,Drink and Figure Draw on the Lower East Side,26277519
244239873,[Third Party Event] Networking Event for Study-Abroad-in-China Alumni,11674142
244248670,Halloween Dance Lesson (Thriller & More) Includes entry to Halloween Party!,1662259
244248827,Halloween Dance Lesson (Thriller & More) Includes entry to Halloween Party!,224401
244252753,Learn How To Dance (includes admission to Hallowen Party),1617532
244253766,The Mixer 2,26195237
244255096,Master the Art of Presentation,2148441
244255902,The First Part of the Contention of the Two Famous Houses of York and Lancaster,12540672
244257674,Happy Hour,9286812
244258806,Creating and Launching your Business - Lecture,16675722
244258808,Creating and Launching your Business - Lecture,10139152
244262081,Coffee Hour,16733042
244263265,Start a Small Business in San Francisco,2148441
244264320,YASMINA'S NECKLACE at The Goodman Theatre in the Owen,153288
244265092,Design Happy Hour: Envelope A+D,389014
244269446,Foxfinder,19203922
244269506,CONVERSATION DAY: A Global Celebration of Great Talk,20413938
244271136,AMA SF & PRSA Holiday Party @ Monroe,4647622
244280397,"VIP Penthouse Fashion Party (Drink Specials, Gourmet Cheeses, Fashion Show, DJ)",1662259
244280536,"VIP Penthouse Fashion Party (Drink Specials, Gourmet Cheeses, Fashion Show, DJ)",224401
244281394,"Penthouse VIP Fashion Party (Drink Specials, Gourmet Cheeses, Fashion Show, DJ)",1617532
244284220,HTF 7th Annual Expo & Mingle,1582256
244286013,Innovation in L&D: Fostering a Learning Culture,1348749
244287499,Dinner and Foreign Film: Pan's Labyrinth,22852805
244287864,Coriolanus: Dramatic Reading at Newberry Library by Shakespeare Project/Chicago,12540672
244289205,50% off tickets for Kinky Boots,22507098
244290437,AMA SF Social Event @ Il Fornaio,4647622
244293502,SF Spooky Storytellers Halloween Open House!,2562842
244293555,SF Storytellers Weekly Meeting,2562842
244293607,SF Storytellers Weekly Meeting,2562842
244293938,SF Storytellers Evaluation Workshop w/ 5-time Evaluation Champion Kristian Crump,2562842
244296710,Join us for Golden Gate Bridge: A First-Hand History,25728921
244301719,Spoken Visions 11/5 - Art And Poetry Open Mic Event,23929389
244304220,Rise of the Jack O Lanterns on Governors Island *PRE-PAY ONLY EVENT*,1617532
244304990,Central Park Fall Scavenger Hunt *PRE-PAY EVENT*,1617532
244305452,Repeat practice,26303236
244305713,Final Fall HIke at Lake Minnewaska/Awosting Falls & Winery Visit *PRE-PAY EVENT*,1617532
244306234,NYC Mayoral Debate Viewing Party,1617532
244308376,VC Access - For Entrepreneurs & Investors,6009862
244311387,Read Everything Flows by Vasiliy Grossman,14132062
244311457,Read The Shooting Party by Chekhov,14132062
244311568,Read Peter and Alexis by Dmitry Merezhkhovsky,14132062
244311814,Read Yama: The Pit by Kuprin,14132062
244311873,Read The Day Lasts More Than a Hundred Years by Chingiz Aitmatov,14132062
244316293,How to Make Money with Your Videos,7619862
244316955,Exploring Employment with the City and County of San Francisco,14048662
244320497,Halloween Mix 'N Mingle Party,1475712
244321535,Competitive Edge Innovation Mixer,4936832
244322101,Halloween Mix 'N Mingle Party,1626916
244325216,A Holiday Book: Everybody Lies by Seth Stephens-Davidowitz,24203584
244325378,StrtupBoost Expo,1658101
244337782,Nov. 1st - Business Networking Party @ The Attic Lounge,446699
244339337,NewFinance January FinTech Open Mic Night - Shark Tank,15261422
244344673,"Board Game Battle (Cards Against Humanity, Taboo, Charades, Jenga, Pictionary)",1662259
244344966,"Board Game Battle (Cards Against Humanity, Taboo, Charades, Jenga, Pictionary)",224401
244345041,Happening Italian place in west loop,1790583
244345903,Let's Play Board Games!,1617532
244346594,5 Keys to Manifestation (workshop),2148441
244349961,ITS A WONDERFUL LIFE: LIVE IN CHICAGO! at American Blues Theater,153288
244350637,Weird & Wonderful Book Club: White Noise by Don DeLillo,8726642
244350669,Author Event: Abraham by Daniel Backer,8726642
244350711,In Brief Book Club: Going to Meet the Man by James Baldwin,8726642
244350759,Tell Me How It Ends Book Club: Tales of Two Americas,8726642
244350830,Poetry Reading with Hadara Bar-Nadav and Rebecca Morgan Frank,8726642
244350893,A Fix of Ink: Poetry Reading with Live Music,8726642
244351018,Found in Translation Book Club: Moonbath by Yanick Lahens,8726642
244351880,Six Points Reading Series featuring poets Jehanne Dubrow & Emily Yoon,8726642
244351981,Author Event: Sticky Fingers by Joe Hagan in Conversation with Kelly Leonard,8726642
244352043,Learn to Use Google Drive,2148441
244352060,Book Release: The Blue Silence by Tim Chapman in Conversation with D.M Pirrone,8726642
244352434,Story Time!,8726642
244353859,Book Launch: Alone on the Shield by Kirk Landers,8726642
244353900,Navigating Communication in the U.S. Workplace,2148441
244353901,Graphic Content Book Club: Killing and Dying,8726642
244354026,Wilde Readers Book Club: The Argonauts by Maggie Nelson,8726642
244354682,Guest Post: Sketch & Go with Don Colley from Faber-Castell,3296482
244364648,Microsoft Rooftop Halloween Networking Social!,16029742
244370856,SMX EAST NYC 2017 - SEARCH ENGINE MARKETING CONFERNCE,13054642
244377004,December Special: Swing Trading Using the Wyckoff Method,16641932
244377468,Game Of Thrones Trivia Night (Winter Is Coming!),1662259
