Gender,Child's First Name,Count
MALE,CARSON,20
MALE,CHARLES,17
MALE,CHRISTIAN,21
MALE,CHRISTOPHER,21
MALE,CODY,10
MALE,CONNOR,11
MALE,DANIEL,84
MALE,DANNY,20
MALE,DARREN,21
MALE,DAVID,28
MALE,DEREK,32
MALE,DEVIN,21
MALE,DYLAN,53
MALE,EASON,10
MALE,EDISON,14
MALE,EDWIN,15
MALE,ELIJAH,12
MALE,ELVIS,11
MALE,ERIC,85
MALE,ETHAN,177
MALE,EVAN,51
MALE,FARHAN,17
MALE,FELIX,22
MALE,GABRIEL,13
MALE,GAVIN,27
MALE,GEORGE,12
MALE,HARRISON,13
MALE,HAYDEN,10
MALE,HENRY,21
MALE,IAN,22
MALE,IBRAHIM,17
MALE,ISAAC,13
MALE,ISHAAN,10
MALE,IVAN,66
MALE,JACK,21
MALE,JACKSON,13
MALE,JACKY,20
MALE,JACOB,49
MALE,JADEN,23
MALE,JAKE,17
MALE,JAMES,36
MALE,JASON,98
MALE,JAY,14
MALE,JAYDEN,173
MALE,JEFFREY,25
MALE,JEREMY,17
MALE,JERRY,25
MALE,JIA,15
MALE,JOHN,21
MALE,JOHNNY,18
MALE,JONATHAN,50
MALE,JORDAN,23
MALE,JOSEPH,21
MALE,JOSHUA,36
MALE,JULIAN,11
MALE,JUSTIN,110
MALE,KAI,12
MALE,KEVIN,92
MALE,KINGSLEY,36
MALE,KYLE,45
MALE,LAWRENCE,14
MALE,LEO,40
MALE,LEON,17
MALE,LIAM,25
MALE,LOGAN,19
MALE,LOUIS,10
MALE,LUCAS,103
MALE,LUKE,11
MALE,MARCUS,20
MALE,MARTIN,14
MALE,MASON,34
MALE,MATTHEW,74
MALE,MAX,14
MALE,MICHAEL,38
MALE,MILES,10
MALE,MOHAMED,13
MALE,MOHAMMAD,46
MALE,MOHAMMED,41
MALE,MUHAMMAD,76
MALE,NATHAN,41
MALE,NATHANIEL,16
MALE,NELSON,12
MALE,NICHOLAS,26
MALE,NOAH,19
MALE,OLIVER,10
MALE,OSCAR,25
MALE,OWEN,27
MALE,PATRICK,14
MALE,PETER,11
MALE,RAYAN,10
MALE,RAYMOND,27
MALE,RICHARD,26
MALE,RICKY,16
MALE,ROHAN,15
MALE,RYAN,150
MALE,SAMUEL,30
MALE,SEAN,14
MALE,SEBASTIAN,14
MALE,SHAWN,10
MALE,SIMON,14
MALE,STANLEY,23
MALE,STEVEN,35
MALE,SYED,16
MALE,TENZIN,24
MALE,TERRY,11
MALE,THOMAS,18
MALE,TIMOTHY,16
MALE,TONY,16
MALE,TRAVIS,11
MALE,TYLER,31
MALE,VICTOR,17
MALE,VINCENT,71
MALE,WILLIAM,66
MALE,WILSON,23
MALE,XAVIER,10
MALE,ZACHARY,12
MALE,ZAIN,12
MALE,ZAYAN,10
MALE,AARON,53
MALE,ABDOUL,16
MALE,ABDOULAYE,13
